Date and Time	Latitude of location reported by game	Longitude of location reported by game
2023-12-25T21:43:30.819Z	0	0
2023-12-25T21:44:00.975Z	0	0
2023-12-25T21:44:31.392Z	0	0
2023-12-25T21:45:02.144Z	0	0
2023-12-25T21:45:42.275Z	0	0
2023-12-25T21:46:12.482Z	0	0
2023-12-25T21:46:42.460Z	0	0
2023-12-25T21:47:13.922Z	0	0
2023-12-25T21:47:43.465Z	0	0
2023-12-25T21:48:24.907Z	0	0
2023-12-25T21:48:54.394Z	0	0
2023-12-25T21:48:59.268Z	0	0
2023-12-25T21:49:29.882Z	0	0
2023-12-25T21:54:10.106Z	0	0
2023-12-25T21:54:46.171Z	0	0
2023-12-25T21:59:28.410Z	0	0
2023-12-26T08:26:36.895Z	52.318305	13.127779
2023-12-26T08:27:14.386Z	0	0
2023-12-26T08:27:44.395Z	0	0
2023-12-26T08:28:16.226Z	0	0
2023-12-26T08:28:46.010Z	0	0
2023-12-26T08:29:15.362Z	0	0
2023-12-26T08:31:58.935Z	0	0
2023-12-26T08:32:30.053Z	0	0
2023-12-26T08:33:01.229Z	0	0
2023-12-26T08:33:31.115Z	0	0
2023-12-26T08:34:01.120Z	0	0
2023-12-26T08:34:32.042Z	0	0
2023-12-26T08:35:02.127Z	0	0
2023-12-26T08:35:31.494Z	0	0
2023-12-26T08:36:03.074Z	0	0
2023-12-26T08:36:34.594Z	0	0
2023-12-26T08:37:04.539Z	0	0
2023-12-26T08:42:21.078Z	0	0
2023-12-26T08:47:38.027Z	0	0
2023-12-26T08:52:56.069Z	0	0
2023-12-26T08:58:11.918Z	0	0
2023-12-26T08:58:42.129Z	0	0
2023-12-26T08:59:13.015Z	0	0
2023-12-26T08:59:43.963Z	0	0
2023-12-26T09:00:14.253Z	0	0
2023-12-26T09:00:44.911Z	0	0
2023-12-26T09:01:16.022Z	0	0
2023-12-26T09:01:46.804Z	0	0
2023-12-26T09:02:17.120Z	0	0
2023-12-26T09:02:55.988Z	0	0
2023-12-26T09:08:12.054Z	0	0
2023-12-26T09:08:43.566Z	0	0
2023-12-26T09:09:14.264Z	0	0
2023-12-26T09:09:44.947Z	0	0
2023-12-26T09:10:14.755Z	0	0
2023-12-26T09:10:45.636Z	0	0
2023-12-26T09:11:17.127Z	0	0
2023-12-26T09:11:48.320Z	0	0
2023-12-26T09:12:18.787Z	0	0
2023-12-26T09:12:48.518Z	0	0
2023-12-26T09:13:18.954Z	0	0
2023-12-26T09:13:49.965Z	0	0
2023-12-26T09:14:20.965Z	0	0
2023-12-26T09:14:51.054Z	0	0
2023-12-26T09:15:22.042Z	0	0
2023-12-26T09:15:53.054Z	0	0
2023-12-26T09:16:31.012Z	0	0
2023-12-26T09:17:01.382Z	0	0
2023-12-26T09:17:31.972Z	0	0
2023-12-26T09:18:02.824Z	0	0
2023-12-26T09:18:32.525Z	0	0
2023-12-26T09:19:12.597Z	0	0
2023-12-26T09:19:43.095Z	0	0
2023-12-26T09:20:14.059Z	0	0
2023-12-26T09:20:43.549Z	0	0
2023-12-26T09:21:14.497Z	0	0
2023-12-26T09:21:45.198Z	0	0
2023-12-26T09:22:15.545Z	0	0
2023-12-26T09:22:46.771Z	0	0
2023-12-26T09:23:38.633Z	0	0
2023-12-26T09:23:48.119Z	0	0
2023-12-26T09:24:19.262Z	0	0
2023-12-26T09:24:49.776Z	0	0
2023-12-26T09:25:32.006Z	0	0
2023-12-26T09:25:50.587Z	0	0
2023-12-26T09:26:21.379Z	0	0
2023-12-26T09:29:31.638Z	52.318305	13.127779
2023-12-26T09:33:24.844Z	0	0
2023-12-26T09:38:44.118Z	0	0
2023-12-26T09:43:54.406Z	0	0
2023-12-26T09:49:13.928Z	0	0
2023-12-26T09:49:44.920Z	0	0
2023-12-26T09:50:14.928Z	0	0
2023-12-26T09:50:44.377Z	0	0
2023-12-26T09:51:15.005Z	0	0
2023-12-26T09:51:45.964Z	0	0
2023-12-26T09:52:15.827Z	0	0
2023-12-26T09:52:45.381Z	0	0
2023-12-26T09:53:16.895Z	0	0
2023-12-26T09:53:47.981Z	0	0
2023-12-26T09:54:18.021Z	0	0
2023-12-26T09:54:48.912Z	0	0
2023-12-26T09:55:20.047Z	0	0
2023-12-26T09:55:50.395Z	0	0
2023-12-26T09:56:29.998Z	0	0
2023-12-26T09:57:00.397Z	0	0
2023-12-26T09:57:34.857Z	0	0
2023-12-26T09:58:39.983Z	0	0
2023-12-26T09:59:10.808Z	0	0
2023-12-26T09:59:40.883Z	0	0
2023-12-26T10:00:11.987Z	0	0
2023-12-26T10:00:41.860Z	0	0
2023-12-26T10:01:43.042Z	0	0
2023-12-26T10:02:43.821Z	0	0
2023-12-26T10:03:17.473Z	0	0
2023-12-26T10:03:47.902Z	0	0
2023-12-26T10:04:18.433Z	0	0
2023-12-26T10:04:48.897Z	0	0
2023-12-26T10:05:19.023Z	0	0
2023-12-26T10:05:49.886Z	0	0
2023-12-26T10:06:20.368Z	0	0
2023-12-26T10:06:58.175Z	0	0
2023-12-26T10:07:28.545Z	0	0
2023-12-26T10:07:59.376Z	0	0
2023-12-26T10:08:29.832Z	0	0
2023-12-26T10:08:59.938Z	0	0
2023-12-26T10:09:30.326Z	0	0
2023-12-26T10:10:00.808Z	0	0
2023-12-26T10:10:31.968Z	0	0
2023-12-26T10:11:02.098Z	0	0
2023-12-26T10:11:32.631Z	0	0
2023-12-26T10:12:02.190Z	0	0
2023-12-26T10:12:32.381Z	0	0
2023-12-26T10:13:02.611Z	0	0
2023-12-26T10:13:33.199Z	0	0
2023-12-26T10:14:02.735Z	0	0
2023-12-26T10:14:32.317Z	0	0
2023-12-26T10:15:02.739Z	0	0
2023-12-26T10:15:32.923Z	0	0
2023-12-26T10:16:03.611Z	0	0
2023-12-26T10:16:19.541Z	52.318305	13.127779
2023-12-26T10:16:42.685Z	0	0
2023-12-26T10:19:30.832Z	0	0
2023-12-26T10:24:38.845Z	0	0
2023-12-26T10:29:58.157Z	0	0
2023-12-26T10:35:40.270Z	0	0
2023-12-26T10:40:44.943Z	52.318305	13.127779
2023-12-26T10:42:30.991Z	0	0
2023-12-26T10:45:48.424Z	0	0
2023-12-26T10:48:04.517Z	0	0
2023-12-26T10:51:14.943Z	0	0
2023-12-26T10:51:45.411Z	0	0
2023-12-26T10:52:16.977Z	0	0
2023-12-26T10:52:47.930Z	0	0
2023-12-26T10:53:17.875Z	0	0
2023-12-26T10:53:47.904Z	0	0
2023-12-26T10:54:19.010Z	0	0
2023-12-26T10:54:49.041Z	0	0
2023-12-26T10:55:18.946Z	0	0
2023-12-26T10:55:49.997Z	0	0
2023-12-26T10:56:20.012Z	0	0
2023-12-26T10:56:57.968Z	0	0
2023-12-26T10:57:28.926Z	0	0
2023-12-26T10:57:58.910Z	0	0
2023-12-26T10:58:29.914Z	0	0
2023-12-26T10:59:00.030Z	0	0
2023-12-26T10:59:30.871Z	0	0
2023-12-26T11:00:01.895Z	0	0
2023-12-26T11:00:32.930Z	0	0
2023-12-26T11:01:02.545Z	0	0
2023-12-26T11:01:33.427Z	0	0
2023-12-26T11:02:05.203Z	0	0
2023-12-26T11:02:35.949Z	0	0
2023-12-26T11:03:12.565Z	0	0
2023-12-26T11:03:43.920Z	0	0
2023-12-26T11:04:13.918Z	0	0
2023-12-26T11:04:44.878Z	0	0
2023-12-26T11:05:15.906Z	0	0
2023-12-26T11:05:45.944Z	0	0
2023-12-26T11:06:16.382Z	0	0
2023-12-26T11:06:55.917Z	0	0
2023-12-26T11:07:25.930Z	0	0
2023-12-26T11:07:55.891Z	0	0
2023-12-26T11:08:26.417Z	0	0
2023-12-26T11:08:56.956Z	0	0
2023-12-26T11:09:27.368Z	0	0
2023-12-26T11:09:59.050Z	0	0
2023-12-26T11:10:30.021Z	0	0
2023-12-26T11:11:01.042Z	0	0
2023-12-26T11:11:31.974Z	0	0
2023-12-26T11:12:01.397Z	0	0
2023-12-26T11:12:31.413Z	0	0
2023-12-26T11:13:01.848Z	0	0
2023-12-26T11:13:31.860Z	0	0
2023-12-26T11:14:02.858Z	0	0
2023-12-26T11:14:33.994Z	0	0
2023-12-26T11:15:05.252Z	0	0
2023-12-26T11:15:35.413Z	0	0
2023-12-26T11:16:06.050Z	0	0
2023-12-26T11:16:43.137Z	0	0
2023-12-26T11:22:01.124Z	0	0
2023-12-26T11:22:31.934Z	0	0
2023-12-26T11:23:01.921Z	0	0
2023-12-26T11:23:32.998Z	0	0
2023-12-26T11:23:48.881Z	52.318305	13.127779
2023-12-26T11:29:09.135Z	0	0
2023-12-26T11:34:31.025Z	0	0
2023-12-26T11:53:33.470Z	0	0
2023-12-26T11:58:48.017Z	0	0
2023-12-26T11:58:53.227Z	0	0
2023-12-26T12:03:55.021Z	0	0
2023-12-26T12:04:25.563Z	0	0
2023-12-26T12:04:56.142Z	0	0
2023-12-26T12:05:27.114Z	0	0
2023-12-26T12:05:57.010Z	0	0
2023-12-26T12:06:26.950Z	0	0
2023-12-26T12:07:05.095Z	0	0
2023-12-26T12:07:35.919Z	0	0
2023-12-26T12:08:06.970Z	0	0
2023-12-26T12:08:36.828Z	0	0
2023-12-26T12:09:07.029Z	0	0
2023-12-26T12:09:36.581Z	0	0
2023-12-26T12:10:06.734Z	0	0
2023-12-26T12:10:41.899Z	0	0
2023-12-26T12:11:13.019Z	0	0
2023-12-26T12:11:43.678Z	0	0
2023-12-26T12:12:15.038Z	0	0
2023-12-26T12:12:45.118Z	0	0
2023-12-26T12:13:12.301Z	0	0
2023-12-26T12:13:49.907Z	0	0
2023-12-26T12:14:19.944Z	0	0
2023-12-26T12:14:29.010Z	0	0
2023-12-26T12:14:31.852Z	0	0
2023-12-26T12:15:03.031Z	0	0
2023-12-26T12:15:07.528Z	0	0
2023-12-26T12:20:34.543Z	0	0
2023-12-26T12:25:13.748Z	0	0
2023-12-26T12:25:18.916Z	0	0
2023-12-26T12:26:35.258Z	52.317089	13.128235
2023-12-26T12:31:39.269Z	0	0
2023-12-26T12:31:44.498Z	0	0
2023-12-26T12:37:04.474Z	0	0
2023-12-26T12:37:22.103Z	0	0
2023-12-26T12:37:45.643Z	0	0
2023-12-26T12:38:14.238Z	0	0
2023-12-26T12:42:34.771Z	0	0
2023-12-26T12:42:51.085Z	0	0
2023-12-26T12:43:18.252Z	0	0
2023-12-26T12:43:47.477Z	0	0
2023-12-26T12:44:28.972Z	0	0
2023-12-26T12:44:50.403Z	0	0
2023-12-26T12:45:30.135Z	0	0
2023-12-26T12:45:46.161Z	0	0
2023-12-26T12:46:21.749Z	0	0
2023-12-26T12:46:47.347Z	0	0
2023-12-26T12:47:27.704Z	0	0
2023-12-26T12:47:57.780Z	0	0
2023-12-26T12:49:14.507Z	0	0
2023-12-26T12:49:52.877Z	0	0
2023-12-26T12:50:16.063Z	0	0
2023-12-26T12:51:11.918Z	0	0
2023-12-26T12:51:31.291Z	0	0
2023-12-26T12:51:47.496Z	0	0
2023-12-26T12:52:19.252Z	0	0
2023-12-26T12:52:47.812Z	0	0
2023-12-26T13:00:48.991Z	0	0
2023-12-26T13:00:53.460Z	0	0
2023-12-26T13:05:59.070Z	0	0
2023-12-26T13:06:05.759Z	0	0
2023-12-26T13:11:03.190Z	0	0
2023-12-26T13:11:33.785Z	0	0
2023-12-26T13:12:04.846Z	0	0
2023-12-26T13:12:34.331Z	0	0
2023-12-26T13:13:05.064Z	0	0
2023-12-26T13:13:35.878Z	0	0
2023-12-26T13:14:06.033Z	0	0
2023-12-26T13:14:35.466Z	0	0
2023-12-26T13:15:06.911Z	0	0
2023-12-26T13:15:55.457Z	0	0
2023-12-26T13:16:26.958Z	0	0
2023-12-26T13:16:57.431Z	0	0
2023-12-26T13:17:28.499Z	0	0
2023-12-26T13:17:58.843Z	0	0
2023-12-26T13:18:29.046Z	0	0
2023-12-26T13:18:58.978Z	0	0
2023-12-26T13:19:29.973Z	0	0
2023-12-26T13:20:10.630Z	0	0
2023-12-26T13:20:40.880Z	0	0
2023-12-26T13:21:10.847Z	0	0
2023-12-26T13:21:40.946Z	0	0
2023-12-26T13:22:11.895Z	0	0
2023-12-26T13:22:41.363Z	0	0
2023-12-26T13:23:11.979Z	0	0
2023-12-26T13:23:41.749Z	0	0
2023-12-26T13:24:12.923Z	0	0
2023-12-26T13:24:44.195Z	0	0
2023-12-26T13:25:14.965Z	0	0
2023-12-26T13:25:46.326Z	0	0
2023-12-26T13:26:17.015Z	0	0
2023-12-26T13:26:48.006Z	0	0
2023-12-26T13:27:18.105Z	0	0
2023-12-26T13:27:47.940Z	0	0
2023-12-26T13:28:19.038Z	0	0
2023-12-26T13:28:54.760Z	0	0
2023-12-26T13:29:29.046Z	0	0
2023-12-26T13:29:59.397Z	0	0
2023-12-26T13:30:29.490Z	0	0
2023-12-26T13:31:04.816Z	0	0
2023-12-26T13:31:45.178Z	0	0
2023-12-26T13:32:25.387Z	0	0
2023-12-26T13:32:55.902Z	0	0
2023-12-26T13:33:26.899Z	0	0
2023-12-26T13:34:00.632Z	0	0
2023-12-26T13:34:32.081Z	0	0
2023-12-26T13:35:15.439Z	0	0
2023-12-26T13:35:20.397Z	0	0
2023-12-26T13:35:51.185Z	0	0
2023-12-26T13:36:21.928Z	0	0
2023-12-26T13:36:59.536Z	0	0
2023-12-26T13:37:29.889Z	0	0
2023-12-26T13:38:08.001Z	0	0
2023-12-26T13:38:38.954Z	0	0
2023-12-26T13:39:08.845Z	0	0
2023-12-26T13:39:39.909Z	0	0
2023-12-26T13:40:09.920Z	0	0
2023-12-26T13:40:40.353Z	0	0
2023-12-26T13:41:11.469Z	0	0
2023-12-26T13:41:41.983Z	0	0
2023-12-26T13:42:18.736Z	0	0
2023-12-26T13:42:49.911Z	0	0
2023-12-26T13:43:19.929Z	0	0
2023-12-26T13:43:49.931Z	0	0
2023-12-26T13:44:20.983Z	0	0
2023-12-26T13:44:50.956Z	0	0
2023-12-26T13:45:21.907Z	0	0
2023-12-26T13:45:52.094Z	0	0
2023-12-26T13:46:21.841Z	0	0
2023-12-26T13:46:52.543Z	0	0
2023-12-26T13:47:32.824Z	0	0
2023-12-26T13:48:07.596Z	0	0
2023-12-26T13:48:33.469Z	0	0
2023-12-26T13:49:04.970Z	0	0
2023-12-26T13:49:36.532Z	0	0
2023-12-26T13:50:06.047Z	0	0
2023-12-26T13:50:35.915Z	0	0
2023-12-26T13:51:06.888Z	0	0
2023-12-26T13:51:37.866Z	0	0
2023-12-26T13:52:08.953Z	0	0
2023-12-26T13:52:38.795Z	0	0
2023-12-26T13:53:08.849Z	0	0
2023-12-26T13:53:39.939Z	0	0
2023-12-26T13:54:16.597Z	0	0
2023-12-26T13:54:21.893Z	0	0
2023-12-26T13:54:53.043Z	0	0
2023-12-26T13:55:33.265Z	0	0
2023-12-26T13:56:03.899Z	0	0
2023-12-26T13:56:33.860Z	0	0
2023-12-26T13:57:04.839Z	0	0
2023-12-26T13:57:34.839Z	0	0
2023-12-26T13:58:14.257Z	0	0
2023-12-26T13:58:46.070Z	0	0
2023-12-26T13:59:16.774Z	0	0
2023-12-26T13:59:59.822Z	0	0
2023-12-26T14:00:29.591Z	0	0
2023-12-26T14:00:59.934Z	0	0
2023-12-26T14:01:30.340Z	0	0
2023-12-26T14:02:13.605Z	0	0
2023-12-26T14:02:44.920Z	0	0
2023-12-26T14:03:16.104Z	0	0
2023-12-26T14:03:46.885Z	0	0
2023-12-26T14:43:13.993Z	52.315325	13.132687
2023-12-26T14:43:20.876Z	0	0
2023-12-26T14:48:16.012Z	0	0
2023-12-26T14:48:51.906Z	0	0
2023-12-26T14:53:41.267Z	0	0
2023-12-26T14:54:11.927Z	0	0
2023-12-26T14:54:42.620Z	0	0
2023-12-26T14:55:19.444Z	0	0
2023-12-26T14:55:49.847Z	0	0
2023-12-26T14:56:19.948Z	0	0
2023-12-26T14:56:50.501Z	0	0
2023-12-26T14:57:21.341Z	0	0
2023-12-26T14:58:02.333Z	0	0
2023-12-26T14:58:37.115Z	0	0
2023-12-26T14:59:08.436Z	0	0
2023-12-26T14:59:38.028Z	0	0
2023-12-26T15:00:14.482Z	0	0
2023-12-26T15:00:44.818Z	0	0
2023-12-26T15:01:15.832Z	0	0
2023-12-26T15:01:53.160Z	0	0
2023-12-26T15:02:33.205Z	0	0
2023-12-26T15:02:37.899Z	0	0
2023-12-26T15:03:07.905Z	0	0
2023-12-26T15:03:38.116Z	0	0
2023-12-26T15:04:07.954Z	0	0
2023-12-26T15:04:46.041Z	0	0
2023-12-26T15:05:16.836Z	0	0
2023-12-26T15:05:47.835Z	0	0
2023-12-26T15:06:18.521Z	0	0
2023-12-26T15:06:48.963Z	0	0
2023-12-26T15:07:23.566Z	0	0
2023-12-26T15:07:54.010Z	0	0
2023-12-26T15:08:31.963Z	0	0
2023-12-26T15:09:02.963Z	0	0
2023-12-26T15:09:33.947Z	0	0
2023-12-26T15:10:03.955Z	0	0
2023-12-26T15:10:35.833Z	0	0
2023-12-26T15:11:13.697Z	0	0
2023-12-26T15:11:44.801Z	0	0
2023-12-26T15:12:16.133Z	0	0
2023-12-26T15:12:46.241Z	0	0
2023-12-26T15:13:20.272Z	0	0
2023-12-26T15:13:46.816Z	0	0
2023-12-26T15:14:17.899Z	0	0
2023-12-26T15:14:47.925Z	0	0
2023-12-26T15:15:23.963Z	0	0
2023-12-26T15:15:28.943Z	0	0
2023-12-26T15:16:07.281Z	0	0
2023-12-26T15:16:37.849Z	0	0
2023-12-26T15:18:33.132Z	0	0
2023-12-26T15:19:04.048Z	0	0
2023-12-26T15:19:38.313Z	0	0
2023-12-26T15:20:09.650Z	0	0
2023-12-26T15:20:48.015Z	0	0
2023-12-26T15:21:19.019Z	0	0
2023-12-26T15:21:48.817Z	0	0
2023-12-26T15:22:19.842Z	0	0
2023-12-26T15:22:52.793Z	0	0
2023-12-26T15:23:21.919Z	0	0
2023-12-26T15:23:51.818Z	0	0
2023-12-26T15:24:18.366Z	52.315325	13.132687
2023-12-26T15:26:28.355Z	52.317089	13.128235
2023-12-26T15:28:07.256Z	0	0
2023-12-26T15:28:11.770Z	0	0
2023-12-26T15:30:10.922Z	0	0
2023-12-26T15:30:32.638Z	0	0
2023-12-26T15:30:56.636Z	52.318305	13.127779
2023-12-26T15:36:02.417Z	0	0
2023-12-26T15:41:21.862Z	0	0
2023-12-26T17:32:30.412Z	52.318305	13.127779
2023-12-26T17:33:00.033Z	0	0
2023-12-26T17:37:39.864Z	0	0
2023-12-26T17:38:25.175Z	0	0
2023-12-26T17:43:08.186Z	0	0
2023-12-26T17:43:37.981Z	0	0
2023-12-26T17:44:14.507Z	0	0
2023-12-26T17:44:45.975Z	0	0
2023-12-26T17:45:23.949Z	0	0
2023-12-26T17:45:54.857Z	0	0
2023-12-26T17:46:35.610Z	0	0
2023-12-26T17:47:05.841Z	0	0
2023-12-26T17:47:36.884Z	0	0
2023-12-26T17:48:16.056Z	0	0
2023-12-26T17:48:46.862Z	0	0
2023-12-26T17:49:16.891Z	0	0
2023-12-26T17:49:47.390Z	0	0
2023-12-26T17:50:19.141Z	0	0
2023-12-26T17:50:48.405Z	0	0
2023-12-26T17:51:18.882Z	0	0
2023-12-26T17:51:49.817Z	0	0
2023-12-26T17:52:20.945Z	0	0
2023-12-26T17:52:50.909Z	0	0
2023-12-26T17:53:20.471Z	0	0
2023-12-26T17:53:50.368Z	0	0
2023-12-26T17:54:21.915Z	0	0
2023-12-26T17:54:59.181Z	0	0
2023-12-26T17:55:30.176Z	0	0
2023-12-26T17:56:00.899Z	0	0
2023-12-26T17:56:31.878Z	0	0
2023-12-26T17:57:09.072Z	0	0
2023-12-26T17:57:39.975Z	0	0
2023-12-26T17:58:10.947Z	0	0
2023-12-26T17:58:40.998Z	0	0
2023-12-26T17:59:11.003Z	0	0
2023-12-26T17:59:46.021Z	0	0
2023-12-26T18:00:15.401Z	0	0
2023-12-26T18:00:47.080Z	0	0
2023-12-26T18:01:17.812Z	0	0
2023-12-26T18:01:47.901Z	0	0
2023-12-26T18:02:18.438Z	0	0
2023-12-26T18:02:54.209Z	0	0
2023-12-26T18:03:24.907Z	0	0
2023-12-26T18:03:55.855Z	0	0
2023-12-26T18:04:26.986Z	0	0
2023-12-26T18:04:56.937Z	0	0
2023-12-26T18:05:28.089Z	0	0
2023-12-26T18:05:57.694Z	0	0
2023-12-26T18:06:28.120Z	0	0
2023-12-26T18:07:08.242Z	0	0
2023-12-26T18:07:12.804Z	0	0
2023-12-26T18:07:44.025Z	0	0
2023-12-26T18:08:13.455Z	0	0
2023-12-26T18:08:44.092Z	0	0
2023-12-26T18:09:14.993Z	0	0
2023-12-26T18:09:45.884Z	0	0
2023-12-26T18:10:15.864Z	0	0
2023-12-26T18:10:45.853Z	0	0
2023-12-26T18:11:16.928Z	0	0
2023-12-26T18:11:46.361Z	0	0
2023-12-26T18:12:18.169Z	0	0
2023-12-26T18:12:48.877Z	0	0
2023-12-26T18:13:19.119Z	0	0
2023-12-26T18:13:49.963Z	0	0
2023-12-26T18:14:20.977Z	0	0
2023-12-26T18:14:51.864Z	0	0
2023-12-26T18:15:21.910Z	0	0
2023-12-26T18:15:52.924Z	0	0
2023-12-26T18:16:27.205Z	0	0
2023-12-26T18:16:57.366Z	0	0
2023-12-26T18:17:27.998Z	0	0
2023-12-26T18:17:57.855Z	0	0
2023-12-26T18:18:28.059Z	0	0
2023-12-26T18:19:08.616Z	0	0
2023-12-26T18:19:38.855Z	0	0
2023-12-26T18:20:08.471Z	0	0
2023-12-26T18:20:39.505Z	0	0
2023-12-26T18:21:09.945Z	0	0
2023-12-26T18:21:40.023Z	0	0
2023-12-26T18:22:10.985Z	0	0
2023-12-26T18:22:41.423Z	0	0
2023-12-26T18:23:11.486Z	0	0
2023-12-26T18:23:42.899Z	0	0
2023-12-26T18:24:12.821Z	0	0
2023-12-26T18:24:42.889Z	0	0
2023-12-26T18:25:12.857Z	0	0
2023-12-26T18:25:44.061Z	0	0
2023-12-26T18:26:14.942Z	0	0
2023-12-26T18:26:45.585Z	0	0
2023-12-26T18:27:15.963Z	0	0
2023-12-26T18:27:46.663Z	0	0
2023-12-26T18:28:16.935Z	0	0
2023-12-26T18:28:47.853Z	0	0
2023-12-26T18:29:17.862Z	0	0
2023-12-26T18:29:54.107Z	0	0
2023-12-26T18:30:25.248Z	0	0
2023-12-26T18:30:54.883Z	0	0
2023-12-26T18:31:26.102Z	0	0
2023-12-26T22:30:19.648Z	52.318305	13.127779
2023-12-27T08:27:24.859Z	52.318305	13.127779
2023-12-27T08:29:41.271Z	0	0
2023-12-27T08:32:53.058Z	0	0
2023-12-27T08:34:59.473Z	0	0
2023-12-27T08:38:08.962Z	0	0
2023-12-27T08:38:45.276Z	0	0
2023-12-27T08:39:15.951Z	0	0
2023-12-27T08:39:46.980Z	0	0
2023-12-27T08:40:16.924Z	0	0
2023-12-27T08:40:46.926Z	0	0
2023-12-27T08:41:17.508Z	0	0
2023-12-27T08:41:47.920Z	0	0
2023-12-27T08:42:19.120Z	0	0
2023-12-27T08:42:49.453Z	0	0
2023-12-27T08:43:20.586Z	0	0
2023-12-27T08:43:50.465Z	0	0
2023-12-27T08:44:26.504Z	0	0
2023-12-27T08:44:57.441Z	0	0
2023-12-27T08:45:33.644Z	0	0
2023-12-27T08:46:04.601Z	0	0
2023-12-27T08:46:36.064Z	0	0
2023-12-27T08:47:06.969Z	0	0
2023-12-27T08:47:37.540Z	0	0
2023-12-27T08:48:18.425Z	0	0
2023-12-27T08:48:49.031Z	0	0
2023-12-27T08:49:19.537Z	0	0
2023-12-27T08:49:50.975Z	0	0
2023-12-27T08:50:20.387Z	0	0
2023-12-27T08:50:51.441Z	0	0
2023-12-27T08:51:23.021Z	0	0
2023-12-27T08:51:53.392Z	0	0
2023-12-27T08:52:23.922Z	0	0
2023-12-27T08:52:54.432Z	0	0
2023-12-27T08:53:25.876Z	0	0
2023-12-27T08:53:55.443Z	0	0
2023-12-27T08:54:26.052Z	0	0
2023-12-27T08:54:56.532Z	0	0
2023-12-27T08:55:28.332Z	0	0
2023-12-27T08:55:58.098Z	0	0
2023-12-27T08:56:29.728Z	0	0
2023-12-27T08:57:00.067Z	0	0
2023-12-27T08:57:30.234Z	0	0
2023-12-27T08:58:00.953Z	0	0
2023-12-27T08:58:31.812Z	0	0
2023-12-27T08:59:01.945Z	0	0
2023-12-27T08:59:33.197Z	0	0
2023-12-27T09:00:03.107Z	0	0
2023-12-27T09:00:32.382Z	0	0
2023-12-27T09:01:03.954Z	0	0
2023-12-27T09:01:35.230Z	0	0
2023-12-27T09:02:16.041Z	0	0
2023-12-27T09:02:36.452Z	0	0
2023-12-27T09:03:15.990Z	0	0
2023-12-27T09:03:46.939Z	0	0
2023-12-27T09:04:17.874Z	0	0
2023-12-27T09:04:48.010Z	0	0
2023-12-27T09:05:18.850Z	0	0
2023-12-27T09:05:48.905Z	0	0
2023-12-27T09:06:19.935Z	0	0
2023-12-27T09:21:30.823Z	0	0
2023-12-27T09:21:36.156Z	0	0
2023-12-27T09:26:48.421Z	0	0
2023-12-27T09:27:18.312Z	0	0
2023-12-27T09:27:50.128Z	0	0
2023-12-27T11:02:11.063Z	52.318305	13.127779
2023-12-27T11:23:16.673Z	0	0
2023-12-27T11:23:46.414Z	0	0
2023-12-27T11:24:19.766Z	0	0
2023-12-27T11:24:48.007Z	0	0
2023-12-27T11:25:17.959Z	0	0
2023-12-27T11:25:21.337Z	52.318305	13.127779
2023-12-27T11:30:33.073Z	0	0
2023-12-27T11:33:41.278Z	0	0
2023-12-27T11:35:50.152Z	0	0
2023-12-27T11:36:35.939Z	0	0
2023-12-27T11:37:05.571Z	0	0
2023-12-27T11:37:36.466Z	0	0
2023-12-27T11:38:06.335Z	0	0
2023-12-27T11:39:02.320Z	0	0
2023-12-27T11:39:05.463Z	0	0
2023-12-27T11:39:15.954Z	0	0
2023-12-27T11:40:22.043Z	0	0
2023-12-27T11:41:02.984Z	0	0
2023-12-27T11:45:32.873Z	0	0
2023-12-27T11:46:17.978Z	0	0
2023-12-27T11:46:29.064Z	0	0
2023-12-27T11:46:38.792Z	0	0
2023-12-27T11:46:43.866Z	0	0
2023-12-27T11:46:47.832Z	0	0
2023-12-27T11:46:51.831Z	0	0
2023-12-27T11:47:06.869Z	0	0
2023-12-27T11:47:11.968Z	0	0
2023-12-27T11:47:14.828Z	0	0
2023-12-27T11:47:18.317Z	0	0
2023-12-27T11:47:23.925Z	0	0
2023-12-27T11:47:33.146Z	0	0
2023-12-27T11:47:37.863Z	0	0
2023-12-27T11:47:50.166Z	0	0
2023-12-27T11:47:53.509Z	0	0
2023-12-27T11:47:58.933Z	0	0
2023-12-27T11:48:29.879Z	0	0
2023-12-27T11:49:00.443Z	0	0
2023-12-27T11:49:31.545Z	0	0
2023-12-27T11:49:49.376Z	0	0
2023-12-27T11:50:09.922Z	0	0
2023-12-27T11:50:16.529Z	0	0
2023-12-27T11:50:58.256Z	52.319798	13.121905
2023-12-27T11:50:59.066Z	0	0
2023-12-27T11:51:08.435Z	0	0
2023-12-27T11:51:31.425Z	0	0
2023-12-27T11:51:44.492Z	0	0
2023-12-27T11:51:47.967Z	0	0
2023-12-27T11:51:51.541Z	0	0
2023-12-27T11:51:57.441Z	52.325303	13.118133
2023-12-27T11:51:58.494Z	0	0
2023-12-27T11:52:03.387Z	0	0
2023-12-27T12:04:05.618Z	0	0
2023-12-27T12:13:19.096Z	52.478033	13.198853
2023-12-27T12:13:19.298Z	52.478033	13.198853
2023-12-27T12:14:00.203Z	52.480685	13.196555
2023-12-27T12:14:02.080Z	0	0
2023-12-27T12:16:01.018Z	0	0
2023-12-27T12:16:06.740Z	52.489388	13.20506
2023-12-27T12:16:06.745Z	52.489388	13.20506
2023-12-27T12:16:17.994Z	0	0
